"TIME","CITIES","INDIC_UR","UNIT","Value"
"2012","Stockholm","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","8.0"
"2012","Stockholm","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","48.0"
"2012","Stockholm","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2012","Stockholm","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2012","Stockholm","You are satisfied to live in this city: strongly agree","Percentage","81.0"
"2012","Stockholm","You are satisfied to live in this city: somewhat agree","Percentage","15.0"
"2012","Stockholm","This city is a healthy city to live in: strongly agree","Percentage",":"
"2012","Stockholm","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2012","Stockholm","The public administration of the city can be trusted: strongly agree","Percentage","22.0"
"2012","Stockholm","The public administration of the city can be trusted: somewhat agree","Percentage","48.0"
"2015","Bruxelles / Brussel","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","10.0"
"2015","Bruxelles / Brussel","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","52.0"
"2015","Bruxelles / Brussel","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Bruxelles / Brussel","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Bruxelles / Brussel","You are satisfied to live in this city: strongly agree","Percentage","40.0"
"2015","Bruxelles / Brussel","You are satisfied to live in this city: somewhat agree","Percentage","47.0"
"2015","Bruxelles / Brussel","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Bruxelles / Brussel","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Bruxelles / Brussel","The public administration of the city can be trusted: strongly agree","Percentage","11.0"
"2015","Bruxelles / Brussel","The public administration of the city can be trusted: somewhat agree","Percentage","58.0"
"2015","Praha","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","4.0"
"2015","Praha","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","43.0"
"2015","Praha","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Praha","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Praha","You are satisfied to live in this city: strongly agree","Percentage","45.0"
"2015","Praha","You are satisfied to live in this city: somewhat agree","Percentage","46.0"
"2015","Praha","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Praha","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Praha","The public administration of the city can be trusted: strongly agree","Percentage","4.0"
"2015","Praha","The public administration of the city can be trusted: somewhat agree","Percentage","32.0"
"2015","København","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","16.0"
"2015","København","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","44.0"
"2015","København","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","København","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","København","You are satisfied to live in this city: strongly agree","Percentage","76.0"
"2015","København","You are satisfied to live in this city: somewhat agree","Percentage","21.0"
"2015","København","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","København","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","København","The public administration of the city can be trusted: strongly agree","Percentage","28.0"
"2015","København","The public administration of the city can be trusted: somewhat agree","Percentage","46.0"
"2015","Athina","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","5.0"
"2015","Athina","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","37.0"
"2015","Athina","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Athina","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Athina","You are satisfied to live in this city: strongly agree","Percentage","21.0"
"2015","Athina","You are satisfied to live in this city: somewhat agree","Percentage","46.0"
"2015","Athina","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Athina","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Athina","The public administration of the city can be trusted: strongly agree","Percentage","6.0"
"2015","Athina","The public administration of the city can be trusted: somewhat agree","Percentage","36.0"
"2015","Madrid","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","12.0"
"2015","Madrid","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","28.0"
"2015","Madrid","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Madrid","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Madrid","You are satisfied to live in this city: strongly agree","Percentage","54.0"
"2015","Madrid","You are satisfied to live in this city: somewhat agree","Percentage","33.0"
"2015","Madrid","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Madrid","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Madrid","The public administration of the city can be trusted: strongly agree","Percentage","13.0"
"2015","Madrid","The public administration of the city can be trusted: somewhat agree","Percentage","25.0"
"2015","Paris","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","7.0"
"2015","Paris","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","45.0"
"2015","Paris","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Paris","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Paris","You are satisfied to live in this city: strongly agree","Percentage","41.0"
"2015","Paris","You are satisfied to live in this city: somewhat agree","Percentage","46.0"
"2015","Paris","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Paris","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Paris","The public administration of the city can be trusted: strongly agree","Percentage","13.0"
"2015","Paris","The public administration of the city can be trusted: somewhat agree","Percentage","50.0"
"2015","Zagreb","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","7.0"
"2015","Zagreb","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","37.0"
"2015","Zagreb","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Zagreb","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Zagreb","You are satisfied to live in this city: strongly agree","Percentage","69.0"
"2015","Zagreb","You are satisfied to live in this city: somewhat agree","Percentage","25.0"
"2015","Zagreb","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Zagreb","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Zagreb","The public administration of the city can be trusted: strongly agree","Percentage","7.0"
"2015","Zagreb","The public administration of the city can be trusted: somewhat agree","Percentage","39.0"
"2015","Roma","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","2.0"
"2015","Roma","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","25.0"
"2015","Roma","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Roma","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Roma","You are satisfied to live in this city: strongly agree","Percentage","33.0"
"2015","Roma","You are satisfied to live in this city: somewhat agree","Percentage","47.0"
"2015","Roma","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Roma","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Roma","The public administration of the city can be trusted: strongly agree","Percentage","2.0"
"2015","Roma","The public administration of the city can be trusted: somewhat agree","Percentage","24.0"
"2015","Wien","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","11.0"
"2015","Wien","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","56.0"
"2015","Wien","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Wien","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Wien","You are satisfied to live in this city: strongly agree","Percentage","77.0"
"2015","Wien","You are satisfied to live in this city: somewhat agree","Percentage","19.0"
"2015","Wien","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Wien","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Wien","The public administration of the city can be trusted: strongly agree","Percentage","20.0"
"2015","Wien","The public administration of the city can be trusted: somewhat agree","Percentage","56.0"
"2015","Warszawa","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","4.0"
"2015","Warszawa","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","32.0"
"2015","Warszawa","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Warszawa","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Warszawa","You are satisfied to live in this city: strongly agree","Percentage","51.0"
"2015","Warszawa","You are satisfied to live in this city: somewhat agree","Percentage","42.0"
"2015","Warszawa","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Warszawa","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Warszawa","The public administration of the city can be trusted: strongly agree","Percentage","5.0"
"2015","Warszawa","The public administration of the city can be trusted: somewhat agree","Percentage","44.0"
"2015","Helsinki / Helsingfors","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","7.0"
"2015","Helsinki / Helsingfors","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","51.0"
"2015","Helsinki / Helsingfors","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Helsinki / Helsingfors","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Helsinki / Helsingfors","You are satisfied to live in this city: strongly agree","Percentage","63.0"
"2015","Helsinki / Helsingfors","You are satisfied to live in this city: somewhat agree","Percentage","28.0"
"2015","Helsinki / Helsingfors","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Helsinki / Helsingfors","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Helsinki / Helsingfors","The public administration of the city can be trusted: strongly agree","Percentage","22.0"
"2015","Helsinki / Helsingfors","The public administration of the city can be trusted: somewhat agree","Percentage","51.0"
"2015","Stockholm","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage","9.0"
"2015","Stockholm","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage","45.0"
"2015","Stockholm","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2015","Stockholm","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2015","Stockholm","You are satisfied to live in this city: strongly agree","Percentage","85.0"
"2015","Stockholm","You are satisfied to live in this city: somewhat agree","Percentage","12.0"
"2015","Stockholm","This city is a healthy city to live in: strongly agree","Percentage",":"
"2015","Stockholm","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2015","Stockholm","The public administration of the city can be trusted: strongly agree","Percentage","25.0"
"2015","Stockholm","The public administration of the city can be trusted: somewhat agree","Percentage","52.0"
"2019","Bruxelles / Brussel","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Bruxelles / Brussel","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Bruxelles / Brussel","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Bruxelles / Brussel","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Bruxelles / Brussel","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Bruxelles / Brussel","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Bruxelles / Brussel","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Bruxelles / Brussel","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Bruxelles / Brussel","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Bruxelles / Brussel","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Praha","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Praha","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Praha","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Praha","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Praha","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Praha","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Praha","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Praha","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Praha","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Praha","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","København","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","København","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","København","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","København","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","København","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","København","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","København","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","København","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","København","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","København","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Athina","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Athina","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Athina","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Athina","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Athina","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Athina","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Athina","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Athina","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Athina","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Athina","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Madrid","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Madrid","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Madrid","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Madrid","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Madrid","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Madrid","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Madrid","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Madrid","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Madrid","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Madrid","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Paris","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Paris","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Paris","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Paris","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Paris","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Paris","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Paris","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Paris","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Paris","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Paris","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Zagreb","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Zagreb","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Zagreb","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Zagreb","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Zagreb","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Zagreb","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Zagreb","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Zagreb","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Zagreb","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Zagreb","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Roma","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Roma","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Roma","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Roma","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Roma","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Roma","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Roma","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Roma","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Roma","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Roma","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Wien","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Wien","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Wien","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Wien","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Wien","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Wien","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Wien","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Wien","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Wien","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Wien","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Warszawa","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Warszawa","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Warszawa","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Warszawa","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Warszawa","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Warszawa","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Warszawa","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Warszawa","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Warszawa","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Warszawa","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Helsinki / Helsingfors","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Helsinki / Helsingfors","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Helsinki / Helsingfors","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Helsinki / Helsingfors","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Helsinki / Helsingfors","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Helsinki / Helsingfors","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Helsinki / Helsingfors","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Helsinki / Helsingfors","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Helsinki / Helsingfors","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Helsinki / Helsingfors","The public administration of the city can be trusted: somewhat agree","Percentage",":"
"2019","Stockholm","When you contact administrative services of this city, they help you efficiently: strongly agree","Percentage",":"
"2019","Stockholm","When you contact administrative services of this city, they help you efficiently: somewhat agree","Percentage",":"
"2019","Stockholm","This city spends its resources in a responsible way: strongly agree","Percentage",":"
"2019","Stockholm","This city spends its resources in a responsible way: somewhat agree","Percentage",":"
"2019","Stockholm","You are satisfied to live in this city: strongly agree","Percentage",":"
"2019","Stockholm","You are satisfied to live in this city: somewhat agree","Percentage",":"
"2019","Stockholm","This city is a healthy city to live in: strongly agree","Percentage",":"
"2019","Stockholm","This city is a healthy city to live in: somewhat agree","Percentage",":"
"2019","Stockholm","The public administration of the city can be trusted: strongly agree","Percentage",":"
"2019","Stockholm","The public administration of the city can be trusted: somewhat agree","Percentage",":"
